I 12/13,#,Level,Unit,Square,Bag,Flake portion,L(max),L(tech),W(mid length),T(mid length),T(bulb),P(w),P(t),EPA,EPA angle,Length Profile,MASS,Edge profile,Rock,P(morph),P(prep),P(prep on dorsal),P(abr),Cone,Cort,Dorsal scar pattern,Frac initiation point,Type,Termination,Twisted,Photo,Notes
,1326,bas,96,i13,138,proximal,,,,,2.79,5.31,0.96,NA,#VALUE!,NA,0.46,Broken,Hornfels,Crushed,Reduced to an edge,short hinged removals (A2),Very high,Hinged bulb,0,UnidirectioNAl-convergent,Non-expressed, B1,Broken,no,yes,
,1327,bas,96,i13,138,complete,12.49,12.49,5.85,2.84,2.33,6.03,1.97,2.4,61.17746993,0,0.21,Converging,Chalcedony,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,lipped,0,Orthogonal/crossed,Non-expressed, B1,Broken,no,yes,ventral evidence for rebound force
,1328,bas,96,i13,138,proximal,,,,,3.07,8,3.06,3.05,73.83006038,NA,0.46,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),None,Eraillure scar,0,NA,Non-expressed,Other,Broken,no,yes,burnt?
,1329,bas,96,i13,138,complete,11.49,11.5,5.19,1.2,1.68,6.12,0.86,NA,#VALUE!,0.4,0.1,Converging,Chert,Lunate (D4),Cortical,short hinged removals (A2),None,Hertzian cone present,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Feather,no,yes,
,1330,bas,96,i13,138,proximal,,,,,1.02,3.72,0.55,NA,#VALUE!,0.3,0.29,Paralell,Chert,Narrow linear (D2),None (plain),None (A1);,None,soriano double impact point and missing bulb,61-90%,UnidirectioNAl-parallel B,Non-expressed,A3,Broken,no,no,
,1331,bas,96,i13,138,complete,24.99,22.63,19.71,7.69,6.36,10.49,5.6,5.57,107.8230223,2,3.76,Paralell,Chert,Oval/triangular (D3),Cortical,None (A1);,None,Hertzian cone present,11-40%,Unidirectional-parallel A,Non-expressed,Other,Axial,no,no,
,1332,bas,96,i13,138,complete,19.76,19.76,11.61,5.51,1.57,2.93,0.73,NA,#VALUE!,2.2,1.24,Paralell,CCS general,Missing,Absent (broken platform),short hinged removals (A2),None,Eraillure scar,11-40%,Sub-centripetal,Non-expressed,"Plunging, no cortex",Plunge,no,yes,
,1333,bas,96,i13,138,proximal,,,,,1.22,3.92,0.69,NA,#VALUE!,0.4,0.59,Paralell,CCS general,Crushed,Absent (broken platform),short hinged removals (A2),Very high,none,1-9%,Orthogonal/crossed,Non-expressed, B7,Broken,no,no,
,1334,bas,96,i13,138,complete,22.61,22.76,17.74,3.43,5.01,10.61,2.14,3.1,74.72685557,1.5,2.01,Expanding,Chalcedony,Quadrangular or wide trapezoidal (D5),Faceted (bulb negatives are present),short hinged removals (A2),Slight,Hertzian cone present,0,Unidirectional-parallel A,Non-expressed, B7,Feather,no,yes,core on flake
,1335,bas,96,i13,138,proximal,,,,,3.55,7.01,1.73,NA,#VALUE!,NA,0.71,Broken,Chert,Oval/triangular (D3),None (plain),short hinged removals (A2),High,Eraillure scar,11-40%,Orthogonal/crossed,Non-expressed, B6,Broken,no,no,
,1336,bas,96,i13,138,proximal,,,,,3.88,8.88,2.99,2.84,69.94614636,NA,0.56,Broken,Chalcedony,Oval/triangular (D3),Cortical,None (A1);,None,lipped,1-9%,Bidirectional/opposed,Non-expressed, B7,Broken,no,no,
,1337,bas,96,i13,138,proximal but nearly complete,17.23,10.15,7.08,2.15,3.22,8.83,3.3,2.21,57.12199709,0.3,0.27,Converging,Chert,Oval/triangular (D3),Cortical,small removals following scar ridges (A3),Slight,none,61-90%,Orthogonal/crossed,Non-expressed, B6,Broken,no,yes,
,1338,bas,96,i13,138,complete,12.94,11.4,6.73,3.2,1.21,0.75,0.33,NA,#VALUE!,1.1,0.25,Paralell,CCS general,Punctiform (D1),None (plain),short hinged removals (A2),High,Hertzian cone present,11-40%,Sub-centripetal,Non-expressed, B7,Feather,no,no,
,1339,bas,96,i13,138,complete,11.07,11.07,12.15,2.56,3.15,5.88,2.03,2.67,66.66067695,1,0.46,Paralell,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),Very high,Hinged bulb,0,Orthogonal/crossed,Non-expressed, B7,Feather,no,yes,
,1340,bas,96,i13,138,proximal,,,,,3.15,10.42,2.29,2.07,54.0297232,NA,0.54,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,Hertzian cone present,0,Orthogonal/crossed,Expressed and lateralized on the platform, B1,Broken,no,no,
,1341,bas,96,i13,138,complete,20.06,20.55,14.6,6.2,2.53,5.5,0.81,1.91,50.38865399,1.5,2.11,Expanding,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),High,Eraillure scar,11-40%,Sub-centripetal,Non-expressed, B4,Axial,no,yes,retouched distal
,1342,bas,96,i13,138,complete,15.47,15.48,8.22,1.61,1.43,2.87,0.51,NA,#VALUE!,1,0.22,Converging,Chert,Narrow linear (D2),None (plain),short hinged removals (A2),Slight,none,11-40%,Unidirectional-parallel A,Non-expressed, B1,Feather,no,no,
,1343,bas,96,i13,138,complete,14.17,13.07,8.81,5.61,4.17,4.9,3.46,3.32,78.5480674,0.3,0.83,Expanding,Chert,Oval/triangular (D3),Cortical,None (A1);,None,Hertzian cone present,91-99%,NA,Non-expressed,A3,Axial,no,no,
,1344,bas,96,i13,138,proximal,,,,,3.17,5.55,2.68,2.92,71.44826962,2.2,0.87,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,Hertzian cone present,0,Unidirectional-parallel A,Expressed and centered on the platform, B7,Broken,no,no,
,1345,bas,96,i13,138,complete,14.57,9.52,7.76,2.01,2.9,7.46,2.5,2.54,64.06149309,0,0.23,Broken,CCS general,Oval/triangular (D3),Faceted (bulb negatives are present),None (A1);,None,Eraillure scar,1-9%,NA,Non-expressed, B7,Feather,no,no,
,1346,bas,96,i13,138,complete,17.68,15.18,10.96,3.81,3.23,10.68,1.24,2.44,62.01049028,2,0.9,Paralell,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),High,lipped,1-9%,Unidirectional-parallel A,Non-expressed, B7,Axial,yes,yes,great dorsal lamiNAr scars
,1347,bas,96,i13,138,proximal,,,,,4.63,3.25,0.44,NA,#VALUE!,0,0.72,Broken,CCS general,Missing,Reduced to an edge,None (A1);,None,Hinged bulb,91-99%,NA,Non-expressed,A3,Broken,no,no,
,1348,bas,96,i13,138,complete,17.47,13.88,10.07,4.72,3.84,7.49,2.07,2.88,70.70069979,2.1,1.1,Paralell,Chalcedony,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,Eraillure scar,0,Orthogonal/crossed,Non-expressed, B2,Plunge,no,yes,
,1349,bas,96,i13,138,complete,18.29,10.79,22.21,5.64,2.74,11.69,1.07,NA,#VALUE!,0,1.49,Expanding,Chert,Missing,Absent (broken platform),short hinged removals (A2),Very high,Hinged bulb,11-40%,Orthogonal/crossed,Non-expressed,Core mainteNAnce flake,Axial,no,yes,massive platform crushing
,1350,bas,96,i13,138,complete,39.02,31.64,35.6,4.66,7.49,6.9,3.19,3.68,84.37857152,2.2,6.95,Expanding,Baked sandstone,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,Slight,Hertzian cone present,0,Orthogonal/crossed,Non-expressed, B1,Feather,no,yes,utilized lateral
,1351,bas,96,i13,138,complete,23.93,21.42,19.93,11.09,6.48,9.01,5.78,5.06,102.5148686,0,4.07,Expanding,Chert,Oval/triangular (D3),Cortical,None (A1);,None,Hertzian cone present,0,NA,Non-expressed,Core mainteNAnce flake,Axial,no,yes,utilized lateral
,1352,bas,96,i13,138,complete,25.11,17.06,16.97,6.01,2.23,5.5,1.73,2.9,71.07535558,0,1.59,Converging,Chalcedony,Broken / fissured,Cortical,None (A1);,Slight,Sheared bulb,0,Orthogonal/crossed,Non-expressed, B1,Feather,no,yes,
,1353,bas,96,i13,138,complete,20.33,18.97,15.95,5.71,2.49,6.96,1.84,2.45,62.21761766,0,2.02,Expanding,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,Eraillure scar,11-40%,Unidirectional-parallel A,Non-expressed,Other,Feather,no,no,
,1354,bas,96,i13,138,proximal,,,,,3.28,6.92,2.8,NA,#VALUE!,0,0.65,Paralell,Chert,Broken / fissured,Absent (broken platform),small removals following scar ridges (A3),None,Sheared bulb,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,utilized lateral
,1355,bas,96,i13,138,complete,15.66,15.65,11.61,2.6,4.7,6.84,2.68,NA,#VALUE!,2.4,0.75,Converging,Chalcedony,Quadrangular or wide trapezoidal (D5),None (plain),short hinged removals (A2),Slight,Sheared bulb,0,Orthogonal/crossed,Non-expressed, B1,Broken,no,yes,utilized lateral
,1356,bas,96,i13,138,complete,16.06,15.33,15.77,2.86,2.11,3.72,1.46,NA,#VALUE!,1.3,0.69,Ovoid,Chalcedony,Crushed,Absent (broken platform),short hinged removals (A2),Other,none,0,Unidirectional-parallel A,Non-expressed,"Plunging, no cortex",Plunge,no,no,
,1357,bas,96,i13,138,complete,11.76,10.83,8.32,1.42,1,4.98,0.68,NA,#VALUE!,0.4,0.16,Paralell,Chert,Narrow linear (D2),Cortical,short hinged removals (A2),Slight,crushed,0,Unidirectional-parallel A,Non-expressed, B1,Feather,yes,yes,splintered termiNAtion
,1358,bas,96,i13,138,complete,17.33,14.87,10.69,3.15,5.17,7.3,3.96,1.98,51.99556953,1.7,0.77,Converging,Chert,Quadrangular or wide trapezoidal (D5),None (plain),short hinged removals (A2),Slight,none,0,Bidirectional/opposed,Non-expressed,Other,Broken,no,yes,burnt
,1359,bas,96,i13,138,complete,14.8,14.26,7.99,3.2,2,4.45,1.28,NA,#VALUE!,2,0.55,Paralell,Chert,Narrow linear (D2),None (plain),None (A1);,Slight,lipped,11-40%,Unidirectional-parallel A,Non-expressed,"Plunging, no cortex",Plunge,no,no,
,1360,bas,96,i13,138,complete,11.88,10.22,17.04,3.16,4.18,11.36,3.78,3.34,78.88553558,0,0.91,Paralell,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,Slight,Hertzian cone present,11-40%,Orthogonal/crossed,Expressed and centered on the platform,Core mainteNAnce flake,Feather,no,no,
,1361,bas,96,i13,138,proximal,,,,,1.62,4.69,1.68,NA,#VALUE!,NA,0.27,Broken,Hornfels,Oval/triangular (D3),Cortical,None (A1);,None,Hertzian cone present,61-90%,Unidirectional-parallel A,Non-expressed, B3,Broken,no,no,
,1362,bas,96,i13,138,complete,14.08,14.08,8.93,2.87,1.63,4.86,0.66,NA,#VALUE!,3,0.41,Paralell,Chert,Narrow linear (D2),Cortical,short hinged removals (A2),None,Eraillure scar,1-9%,Unidirectional-parallel A,Expressed and lateralized on the platform, B7,Feather,yes,yes,utilized distal?
,1363,bas,96,i13,138,proximal,,,,,1.56,4.12,1.46,NA,#VALUE!,NA,0.33,Broken,Chalcedony,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,Hertzian cone present,1-9%,Unidirectional-parallel A,Expressed and centered on the platform, B1,Broken,no,no,
,1364,bas,96,i13,138,complete,13.09,12.13,7.15,3.56,1.92,5.84,0.8,NA,#VALUE!,0,0.44,Paralell,Chert,Crushed,Absent (broken platform),None (A1);,None,none,0,Bidirectional/opposed,Non-expressed, B1,Bipolar ,no,yes,bipolar with lamiNAr scar on dorsal
,1365,bas,96,i13,138,proximal,,,,,2.92,8.54,2.54,2.76,68.41596274,NA,0.33,Broken,Tuff,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,Sheared bulb,0,NA,Non-expressed, B7,Broken,no,no,
,1366,bas,96,i13,138,complete,12.31,12.27,5.81,1.34,3.7,4.01,2.73,NA,#VALUE!,0.8,0.22,Paralell,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,Slight,Hertzian cone present,1-9%,Orthogonal/crossed,Non-expressed,Core mainteNAnce flake,Feather,no,no,
,1367,bas,96,i13,138,proximal,,,,,2.95,4.5,2.62,NA,#VALUE!,0,0.27,Broken,Chalcedony,Narrow linear (D2),Cortical,None (A1);,None,Eraillure scar,11-40%,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,bladelet section
,1368,bas,96,i13,138,proximal,,,,,2.82,9.9,2.74,3.08,74.36941291,NA,0.39,Broken,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),High,Sheared bulb,61-90%,Unidirectional-parallel A,Expressed and centered on the platform,A3,Broken,no,yes,
,1369,bas,96,i13,138,proximal,,,,,2.65,6.71,2.18,2.49,63.04161987,NA,0.25,Broken,Siltstone/mudstone,Lunate (D4),Cortical,short hinged removals (A2),Slight,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,no,yes,
,1370,bas,96,i13,138,complete,15.29,15.29,7.11,1.37,0.79,NA,0.82,NA,#VALUE!,0.5,0.13,Paralell,Chert,Broken / fissured,Absent (broken platform),None (A1);,None,Sheared bulb,0,Unidirectional-parallel A,Non-expressed, B1,Feather,yes,yes,bipolar bladelet
,1371,bas,96,i13,138,proximal,,,,,4.41,5.76,3.68,2.87,70.51271743,0,1.14,Broken,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),Very high,Hinged bulb,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,utilized laterals
,1372,bas,96,i13,138,proximal,,,,,3.81,7.77,1.4,1.71,45.67992579,NA,0.45,Broken,Chert,Narrow linear (D2),Cortical,None (A1);,None,Hertzian cone present,1-9%,Unidirectional-parallel A,Expressed and lateralized on the platform, B7,Broken,no,no,
,1373,bas,96,i13,138,proximal,,,,,3.15,3.28,1.82,NA,#VALUE!,NA,0.57,Broken,Chert,Oval/triangular (D3),Cortical,None (A1);,None,Sheared bulb,0,NA,Non-expressed, B7,Broken,no,no,
,1374,bas,96,i13,138,proximal,,,,,2.25,6.84,1.35,2.26,58.20502052,NA,0.21,Broken,Chert,Lunate (D4),Cortical,short hinged removals (A2),Very high,Hertzian cone present,0,UnidirectioNAl-convergent,Expressed and centered on the platform, B1,Broken,no,no,
,1375,bas,96,i13,138,complete,10.73,10.14,5.92,1.66,2.37,5.2,1.82,2.2,56.90404061,0.5,0.12,Converging,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,Hertzian cone present,0,Unidirectional-parallel A,Expressed and lateralized on the platform, B1,Feather,no,yes,convergent flake
,1376,bas,96,i13,138,proximal,,,,,1.44,NA,NA,NA,#VALUE!,0,0.16,Paralell,Chalcedony,Broken / fissured,Absent (broken platform),short hinged removals (A2),Very high,none,0,Bidirectional/opposed,Non-expressed, B1,Broken,no,yes,"bipolar bladelet, some kind of ocher residue?"
,1377,bas,96,i13,138,proximal,,,,,6.78,15.56,5.51,2.94,71.81944616,NA,2.38,Broken,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,Hinged bulb,0,Unidirectional-parallel A,Non-expressed,Other,Broken,no,no,
,1378,bas,96,i13,138,proximal,,,,,3.11,6.13,3.06,2.24,57.77316353,NA,0.16,Broken,CCS general,Oval/triangular (D3),Cortical,None (A1);,None,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,no,
,1379,bas,96,i13,138,proximal,,,,,2.88,9.58,2.08,3.38,79.55559611,0,0.24,Broken,Tuff,Lunate (D4),Cortical,short hinged removals (A2),Slight,lipped,0,Sub-centripetal,Non-expressed, B1,Broken,no,no,
,1380,bas,96,i13,138,complete,11.75,11.75,7.62,1.81,3.07,7.38,2.51,2.02,52.90408379,0,0.28,Converging,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,lipped,0,NA,Non-expressed, B1,Feather,no,no,
,1381,bas,96,i13,138,complete,20.25,14.02,10.08,5.3,5.84,12.97,5.35,3.35,79.05365907,2.5,1.08,Converging,Chalcedony,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),None,Eraillure scar,11-40%,Orthogonal/crossed,Non-expressed, B4,Plunge,no,yes,retouch on distal
,1382,bas,96,i13,138,complete,12.56,12.56,3.94,2.86,4.09,7.36,3.2,3.29,78.03880095,0,0.27,Paralell,Chalcedony,Oval/triangular (D3),Cortical,short hinged removals (A2),Very high,none,0,Unidirectional-parallel A,Non-expressed, B7,Feather,no,yes,bipolar bladelet core frag?
,1383,bas,96,i13,138,proximal,,,,,2.89,7.59,2.2,2.37,60.54796591,NA,0.32,Broken,Chert,Oval/triangular (D3),Cortical,None (A1);,None,lipped,91-99%,NA,Non-expressed,A2,Broken,no,no,
,1384,bas,96,i13,138,proximal,,,,,2.98,11.52,2.13,2.82,69.56624074,NA,0.19,Broken,Chalcedony,Lunate (D4),Cortical,short hinged removals (A2),None,Hinged bulb,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,no,
,1385,bas,96,i13,138,proximal,,,,,0.62,1.64,0.51,NA,#VALUE!,0,0.05,Paralell,Hornfels,Narrow linear (D2),None (plain),None (A1);,None,none,41-60%,NA,Non-expressed, B5,Broken,no,yes,very small lam a crete
,1386,bas,96,i13,138,complete,10.34,10.34,4.32,0.93,1.01,2.07,0.84,NA,#VALUE!,0.5,0.06,Paralell,CCS general,Oval/triangular (D3),None (plain),"Lateral, point of impact more prominent (A4)",None,Hertzian cone present,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,yes,"great little bladelet, utilized lateral"
,1387,bas,96,i13,138,complete,21.78,21.79,10.18,6.67,5.45,NA,NA,NA,#VALUE!,0.4,2.1,Converging,Chert,Broken / fissured,Absent (broken platform),None (A1);,None,Hinged bulb,0,UnidirectioNAl-convergent,Non-expressed,Other,Bipolar ,no,yes,Bipolar 
,1388,bas,96,i13,138,complete,21.83,21.83,17.54,8.71,2.69,8.6,1.62,2.78,68.80115257,0,3.53,Ovoid,CCS general,Narrow linear (D2),None (plain),short hinged removals (A2),Slight,Sheared bulb,0,NA,Non-expressed,Other,Bipolar ,no,yes,bipolar reworking of flake
,1389,bas,96,i13,138,complete,13.93,12.7,7.43,2.91,4.15,5.17,3.62,3.84,86.80966721,0.5,0.48,Paralell,Chalcedony,Quadrangular or wide trapezoidal (D5),Faceted (bulb negatives are present),None (A1);,None,Sheared bulb,0,Orthogonal/crossed,Non-expressed, B7,Feather,no,yes,interesting reworked flake(?) into potential bipolar bladelet core
,1390,bas,96,i13,138,proximal,,,,,2.78,5.7,1.18,2.03,53.13010235,NA,2.39,Broken,CCS general,Narrow linear (D2),Cortical,short hinged removals (A2),Slight,Hertzian cone present,0,Orthogonal/crossed,Expressed and lateralized on the platform,Core mainteNAnce flake,Hinge,no,no,
,1391,bas,96,i13,138,complete,27.34,27.34,8.38,5.72,5.14,11.35,4.27,2.62,65.66994026,2,1.76,Paralell,Chalcedony,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,lipped,0,Bidirectional/opposed,Non-expressed,Other,Feather,no,yes,bipolar bladelet core?
,1392,bas,96,i13,138,complete,16.59,16.59,6.85,2.08,1.37,1.42,1.37,NA,#VALUE!,0.8,0.43,Expanding,Chalcedony,Oval/triangular (D3),None (plain),None (A1);,None,lipped,11-40%,Unidirectional-parallel A,Non-expressed, B6,Axial,no,no,
,1393,bas,96,i13,138,complete,13.36,11.58,7.22,3.33,2.25,3.47,1.59,NA,#VALUE!,1.2,0.36,Converging,Chert,Narrow linear (D2),Cortical,None (A1);,None,Hertzian cone present,11-40%,Bidirectional/opposed,Non-expressed, B6,Feather,no,yes,utilized distal
,1394,bas,96,i13,138,complete,22.28,20.05,14.42,6.09,4.74,9.18,3.71,3.13,75.25984386,1.9,2.65,Other,Chalcedony,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,soriano double impact point and missing bulb,0,Centripetal,Non-expressed, B1,Axial,no,yes,
,1395,bas,96,i13,138,complete,11.11,11.12,11.51,2.07,4.02,7.83,3.84,2.05,53.58080429,0,0.3,Ovoid,Chert,Oval/triangular (D3),Cortical,None (A1);,Slight,Eraillure scar,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,no,
,1396,bas,96,i13,138,complete,24.65,24.65,16.32,5.72,4.73,6.18,4.2,4.61,97.25963291,0.8,2.67,Other,Chalcedony,Quadrangular or wide trapezoidal (D5),None (plain),None (A1);,None,Sheared bulb,0,Orthogonal/crossed,Expressed and centered on the platform,Other,Bipolar ,no,yes,bipolar flake
,1397,bas,96,i13,138,complete,25.6,25.6,11.81,4.7,2.34,3.66,2.13,NA,#VALUE!,0,1.09,Converging,Chert,Oval/triangular (D3),None (plain),None (A1);,None,none,41-60%,NA,, B7,Feather,no,no,
,1398,bas,96,i13,138,proximal,,,,,3.15,8.39,2.86,3.32,78.5480674,1.5,0.97,Broken,Chert,Oval/triangular (D3),Faceted (bulb negatives are present),None (A1);,Slight,Hertzian cone present,61-90%,NA,Non-expressed,A3,Broken,no,no,
,1399,bas,96,i13,138,complete,17.56,17.59,5.81,3.9,2.68,5.14,3.28,2.24,57.77316353,1.1,0.43,Paralell,Chalcedony,Oval/triangular (D3),Cortical,small removals following scar ridges (A3),High,Eraillure scar,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,yes,bladelet core frag
,1400,bas,96,i13,138,complete,15.26,15.26,11.44,4.92,2.22,5.78,1.78,2.31,59.27676738,0,0.95,Other,Chalcedony,Narrow linear (D2),Cortical,None (A1);,None,Hertzian cone present,0,NA,Non-expressed,Other,Bipolar ,no,yes,"burnt, bipolar?"
,1401,bas,96,i13,138,proximal,,,,,6.09,10.96,6.01,2.61,65.47045254,2.1,3.22,Other,Chalcedony,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,Hertzian cone present,0,NA,Expressed and lateralized on the platform,Other,Broken,no,no,
,1402,bas,96,i13,138,proximal,,,,,1.69,4.14,1.31,NA,#VALUE!,1,1.23,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),None,Eraillure scar,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,no,
,1403,bas,96,i13,138,complete,15.29,15.49,9.86,3.39,2.74,4.37,2.77,3.32,78.5480674,2,0.77,Paralell,Chert,Oval/triangular (D3),None (plain),short hinged removals (A2),Slight,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,yes,reused bipolar bladelet core? But distal ventral break looks like a pot lid
,1404,bas,96,i13,138,proximal,,,,,3.96,8.14,3.5,2.52,63.65489315,0.5,0.89,Broken,Chalcedony,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,Eraillure scar,1-9%,Orthogonal/crossed,Non-expressed, B1,Broken,no,yes,twisted bladelet scar on lateral
,1405,bas,96,i13,138,complete,18.86,10.8,18.1,2.31,2.16,5.89,NA,NA,#VALUE!,2.3,0.49,Expanding,Chert,Broken / fissured,Absent (broken platform),None (A1);,None,Sheared bulb,0,UnidirectioNAl-convergent,Non-expressed,Core mainteNAnce flake,Feather,yes,yes,
,1406,bas,96,i13,138,complete,11.06,8.45,12.11,3.25,4.25,11.57,3.28,2.34,59.91439851,NA,0.44,Ovoid,Chalcedony,Oval/triangular (D3),Cortical,None (A1);,High,lipped,0,NA,Non-expressed,Other,Broken,no,no,
,1407,bas,96,i13,138,proximal,,,,,0.56,1.13,0.4,NA,#VALUE!,1,0.05,Expanding,Chalcedony,Narrow linear (D2),None (plain),None (A1);,None,Hertzian cone present,0,Unidirectional-parallel A,Non-expressed,Core mainteNAnce flake,Broken,no,yes,"check this, bladelet core mainteNAnce?"
,1408,bas,96,i13,138,complete,14.14,14.16,8.06,1.4,1.13,4.02,0.96,NA,#VALUE!,0.8,0.17,Paralell,Chert,Narrow linear (D2),None (plain),None (A1);,None,Hertzian cone present,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,no,
,1409,bas,96,i13,138,complete,9.9,8.9,9.52,1.27,1.62,3.87,1.03,NA,#VALUE!,0.4,0.15,Ovoid,Chalcedony,Narrow linear (D2),None (plain),None (A1);,High,Hinged bulb,0,NA,Non-expressed, B1,Feather,no,no,
,1410,bas,96,i13,138,proximal,,,,,2.18,4.38,0.64,NA,#VALUE!,NA,0.31,Broken,Agate,Crushed,Absent (broken platform),short hinged removals (A2),High,crushed,0,Unidirectional-parallel A,Non-expressed, B1,Broken,yes,yes,bipolar bladelet
